study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
5,8,65,4,4,5,9,7,3,8,58.49067796256329,DevOps Engineering,59.80614613536822,47.52066115702479,51.88092953620331,43.50282485875706,41.37931034482759,48.26552043951773,39.42857142857143,53.84615384615387,37.999999999999986,49.37500000000001,Data Science
1,9,85,2,6,4,6,6,8,5,36.70683557491506,Software Testing,32.66355092195447,49.58677685950413,48.87222363202204,57.62711864406781,47.12643678160919,51.27195134000869,46.85714285714286,47.25274725274726,60.285714285714285,49.37500000000001,DevOps Engineering
1,7,74,9,8,9,3,3,10,3,29.58426716426273,Mobile Development,29.96683498445233,57.02479338842975,34.95865859387594,58.192090395480236,64.9425287356322,35.49525484971916,67.42857142857144,51.64835164835166,50.28571428571429,68.75000000000001,Software Testing
3,4,81,9,9,5,5,8,1,6,44.24416590060856,DevOps Engineering,39.32541704505381,55.371900826446264,49.21016723308715,50.282485875706215,52.87356321839082,50.71709850179168,53.142857142857146,64.83516483516483,61.71428571428572,40.625,Game Development
4,8,82,10,3,9,2,7,1,2,61.14323525739865,Game Development,54.072775423257056,61.98347107438016,59.20958192289223,39.548022598870055,51.724137931034484,60.02491945671393,49.142857142857146,57.14285714285715,61.999999999999986,40.0,DevOps Engineering
5,5,94,1,2,8,7,9,10,8,44.75984890896256,UI/UX Design,50.39221559232616,71.900826446281,58.96845843330979,77.40112994350284,67.816091954023,63.406252973465435,63.42857142857142,65.93406593406594,71.14285714285714,58.75,UI/UX Design
2,7,85,6,6,4,10,3,8,8,54.27214399247667,Cloud Computing,55.21379498413823,66.11570247933884,63.0642415047023,42.372881355932215,36.781609195402304,64.13380057203265,38.285714285714285,38.461538461538474,71.42857142857143,73.12500000000001,Software Testing
8,8,69,0,4,7,8,1,9,3,67.84127327775903,Cybersecurity,70.22390851078464,49.58677685950413,62.16432281620066,35.59322033898306,39.08045977011494,58.265863560668016,40.57142857142857,32.967032967032964,40.28571428571429,62.500000000000014,Data Science
2,7,67,5,1,5,6,2,10,8,39.06718903673717,Software Testing,36.846352309840356,41.735537190082646,37.14917549480326,36.72316384180791,29.31034482758621,35.77359598659202,28.57142857142857,21.978021978021978,36.28571428571429,60.62500000000001,Software Testing
9,7,87,5,8,10,8,1,6,9,66.44249405432984,Data Science,75.11487857151161,80.57851239669421,68.83175726687412,35.59322033898306,55.17241379310344,70.42795046359068,58.85714285714286,51.64835164835166,68.0,61.875,Backend Development
2,5,52,2,9,4,2,5,5,5,10.296826195986633,DevOps Engineering,4.252021934582299,10.743801652892559,6.475991318230586,47.45762711864407,45.40229885057472,3.485202418436105,47.42857142857143,45.05494505494506,5.142857142857134,22.5,UI/UX Design
9,6,72,1,9,5,3,10,2,5,47.5823921606687,DevOps Engineering,40.889878973955206,32.231404958677686,43.76251079287339,63.84180790960452,61.49425287356321,43.27515398309434,60.57142857142856,71.42857142857143,34.285714285714285,16.25,Game Development
7,8,81,1,2,5,7,2,9,6,69.11555052937321,Software Testing,64.97567951863884,51.23966942148759,67.3682707731907,35.02824858757062,29.885057471264375,67.06948157312577,29.714285714285708,25.274725274725274,54.285714285714285,54.37499999999999,Cybersecurity
8,5,94,8,9,9,10,3,6,7,71.77515818038381,Data Science,81.09682454597635,92.56198347107436,80.36173470464392,46.32768361581922,60.3448275862069,82.43524967169097,63.42857142857143,61.53846153846154,87.99999999999999,79.375,Backend Development
2,7,65,10,7,9,1,8,8,3,40.76047921093634,UI/UX Design,35.046376034109834,45.04132231404957,33.811622145242985,75.14124293785312,76.43678160919542,32.13860473252816,75.42857142857142,69.23076923076924,34.85714285714286,56.250000000000014,Web Development
7,5,54,4,5,6,7,10,9,5,47.069559223580356,UI/UX Design,49.59346009721749,35.95041322314049,37.15066617835243,81.92090395480224,68.39080459770115,31.45219551791375,65.14285714285714,70.32967032967034,20.85714285714285,64.375,UI/UX Design
6,6,53,6,7,4,6,5,9,1,52.91897356545958,Software Testing,47.91531093417753,28.09917355371901,41.45847394054062,57.6271186440678,47.70114942528736,34.679523668852795,48.57142857142857,45.05494505494507,23.714285714285708,67.50000000000001,Software Testing
4,9,70,4,9,2,8,4,8,10,42.84871026541147,Software Testing,39.537048962038504,38.842975206611555,42.672144821013504,50.282485875706215,39.08045977011494,41.6995448215628,41.71428571428572,40.659340659340664,41.42857142857143,54.37500000000001,Software Testing
7,8,89,6,8,3,7,5,10,5,69.85535507334886,Cloud Computing,61.91146286691731,57.43801652892561,73.49393400839553,61.58192090395481,47.70114942528736,74.84458505668522,49.14285714285714,45.05494505494506,73.71428571428571,68.75,Cloud Computing
4,6,63,3,6,2,4,10,8,4,47.659132409376255,UI/UX Design,34.96729290176744,20.247933884297527,40.03719019457627,75.70621468926554,52.87356321839082,36.979327037104454,50.28571428571429,56.04395604395606,27.142857142857125,41.87500000000001,UI/UX Design
2,4,88,7,4,5,3,6,3,1,54.03662625271437,DevOps Engineering,42.284757047027874,52.892561983471076,60.400393869631685,38.418079096045204,37.931034482758626,62.557133286867085,36.57142857142857,42.85714285714286,69.14285714285715,39.37500000000001,DevOps Engineering
7,8,80,10,1,6,3,7,3,7,70.50431810616841,Web Development,59.556682526817625,53.30578512396693,61.952401324634224,39.54802259887007,38.50574712643678,62.538511876754136,34.857142857142854,43.956043956043956,56.85714285714285,40.625,Cloud Computing
8,6,63,9,6,5,4,9,2,1,74.71578023555814,DevOps Engineering,63.62330074201202,37.60330578512397,58.94074228651455,53.67231638418078,51.14942528735632,53.870766706373566,49.14285714285714,61.53846153846154,38.285714285714285,45.625,Data Science
2,7,55,10,3,2,9,1,1,8,47.017013734212654,DevOps Engineering,43.83009683948013,36.77685950413222,38.3754803359828,1.1299435028248574,2.873563218390805,33.006924342485675,3.9999999999999987,15.384615384615385,32.28571428571428,54.375000000000014,Software Testing
5,8,61,9,6,5,9,4,4,10,63.848969588924064,DevOps Engineering,63.98733862781639,50.41322314049588,51.47733936410318,35.02824858757062,37.356321839080465,47.0311063913107,38.285714285714285,45.05494505494507,37.7142857142857,62.500000000000014,Data Science
1,8,65,6,6,9,2,9,2,2,40.447710017909024,Game Development,36.3629592429138,42.975206611570236,35.50170441377926,58.19209039548022,67.24137931034483,33.399256494472056,65.14285714285715,72.52747252747254,31.99999999999999,33.12500000000001,Game Development
7,5,66,9,4,4,5,5,2,10,57.49055540202542,DevOps Engineering,49.92197264998785,39.66942148760331,45.59154427800341,28.8135593220339,28.73563218390805,43.65449879079276,27.999999999999996,37.36263736263737,36.857142857142854,37.5,Data Science
8,7,94,4,2,10,1,8,5,5,67.3836297178816,Game Development,60.76304328912651,64.87603305785123,67.53687403640353,57.6271186440678,63.79310344827588,71.69085286333234,60.0,61.53846153846154,66.0,30.625000000000007,Cloud Computing
6,4,72,10,9,2,4,1,4,6,59.353672018891544,DevOps Engineering,45.1332279309893,36.36363636363637,51.79476227603242,21.46892655367232,21.839080459770123,50.63612220109023,26.285714285714292,23.076923076923073,48.285714285714285,44.375,Cybersecurity
5,9,63,5,2,3,2,4,1,9,47.34317636968613,DevOps Engineering,32.89999429071149,20.247933884297527,34.178098345714545,15.819209039548024,14.942528735632182,32.61854545803235,13.714285714285712,21.978021978021978,21.71428571428572,11.249999999999998,Cybersecurity
6,6,56,4,3,3,8,9,9,7,60.868336271769266,UI/UX Design,56.4593388328247,30.578512396694208,47.08700394450898,70.05649717514125,48.275862068965516,41.27857998372868,44.57142857142857,52.74725274725275,23.999999999999996,62.5,UI/UX Design
2,5,95,6,10,9,4,1,4,6,25.708291537470686,Mobile Development,29.5433992997777,73.55371900826447,45.099554426082186,31.07344632768362,52.29885057471264,51.12869829249031,57.14285714285714,48.35164835164836,75.42857142857142,43.125,DevOps Engineering
1,6,81,1,1,4,5,1,5,5,36.903624520758505,DevOps Engineering,30.73625115858103,42.148760330578504,45.22240535896761,13.559322033898304,13.218390804597707,46.91851557392421,13.142857142857142,13.186813186813188,51.14285714285713,33.12500000000001,DevOps Engineering
7,4,64,4,7,1,4,4,7,6,45.480712600536535,DevOps Engineering,33.007316828559595,19.00826446280992,38.03818402549469,42.37288135593221,28.73563218390805,35.7237536602516,30.28571428571429,28.57142857142858,28.28571428571428,37.50000000000001,UI/UX Design
7,4,93,9,1,1,5,3,2,4,84.06389529080093,DevOps Engineering,65.19547911470934,52.066115702479344,83.05905364201315,10.16949152542373,2.873563218390805,84.9071442598276,1.7142857142857157,12.087912087912093,80.57142857142856,41.25,Cloud Computing
2,8,66,2,11,7,5,7,8,1,40.26525380377968,Game Development,39.341872398470336,40.909090909090914,40.41839861872936,74.57627118644068,74.13793103448276,37.616860982005576,75.99999999999997,71.42857142857144,34.57142857142858,53.75000000000002,Mobile Development
2,4,90,8,9,7,5,3,2,9,33.956340529319974,Mobile Development,34.418888981721636,68.18181818181817,46.513421716553445,30.508474576271187,45.40229885057471,51.27166601113542,48.57142857142856,49.45054945054947,70.57142857142857,40.00000000000001,DevOps Engineering
1,6,96,5,11,2,3,1,10,5,35.93775213581004,DevOps Engineering,22.179340395545218,47.10743801652893,51.5331774439057,45.19774011299435,36.781609195402304,57.31282543850721,42.285714285714285,26.37362637362638,74.28571428571429,47.5,DevOps Engineering
8,7,93,9,11,9,7,10,5,8,76.04370359538012,Game Development,78.18508868225943,84.29752066115701,78.01490792162274,81.92090395480227,87.3563218390805,80.57273982442658,87.42857142857143,93.40659340659339,81.14285714285714,64.37500000000001,Game Development
8,7,83,2,1,9,3,2,2,7,61.87779919159067,DevOps Engineering,58.80768876300656,55.78512396694214,58.413710183390364,14.124293785310732,31.60919540229885,60.16011480783325,30.85714285714286,31.868131868131872,49.71428571428571,21.249999999999993,Cloud Computing
1,8,54,6,5,5,2,10,2,8,34.2949906122307,DevOps Engineering,24.278852597529767,20.661157024793386,20.940245668069615,57.06214689265536,52.29885057471264,17.749274128086853,49.14285714285714,61.53846153846154,11.142857142857139,20.625000000000007,Game Development
8,9,94,3,7,3,3,4,4,1,71.10101616321444,DevOps Engineering,55.08026018520342,46.2809917355372,74.90629947371976,34.463276836158194,31.60919540229885,77.57983640531091,33.14285714285713,34.06593406593407,72.00000000000001,30.0,Cloud Computing
9,6,76,2,3,3,3,1,4,9,55.84561535266794,DevOps Engineering,43.69635092266461,30.165289256198346,48.95950651111192,12.42937853107344,12.068965517241379,49.76692527531293,13.142857142857142,12.087912087912093,37.999999999999986,17.5,Cloud Computing
4,6,72,7,9,3,8,1,8,1,61.156237233560574,Cybersecurity,55.64356502130812,47.52066115702479,61.10455171922049,36.15819209039549,32.758620689655174,57.8710301057986,37.142857142857146,30.76923076923077,56.28571428571429,74.37500000000001,Software Testing
1,4,89,3,8,6,4,8,6,3,29.04717275089809,Web Development,26.16633337880611,54.958677685950406,45.31268726471578,66.66666666666669,63.2183908045977,49.162635591295725,62.857142857142854,64.83516483516483,65.14285714285714,41.87500000000001,UI/UX Design
1,6,63,10,3,4,3,7,10,8,34.95178319664644,DevOps Engineering,25.051469569981204,32.64462809917356,28.27156175889713,64.40677966101697,47.12643678160919,26.917454292015243,44.57142857142857,41.75824175824176,31.714285714285715,58.750000000000014,UI/UX Design
3,5,64,0,5,8,10,8,8,1,52.43742926147923,Data Science,61.58534618853555,54.545454545454554,53.105301422313985,70.62146892655367,67.81609195402298,47.94664510748084,65.71428571428571,71.42857142857143,38.85714285714286,71.87500000000001,Software Testing
5,9,92,5,7,5,5,4,7,1,64.80975460319462,DevOps Engineering,56.41362627182217,59.50413223140496,72.2073928321979,46.89265536723165,44.827586206896555,74.24193348887297,46.285714285714285,42.85714285714286,76.0,55.625000000000014,DevOps Engineering
5,4,82,9,4,1,4,6,10,6,48.90761888589376,DevOps Engineering,34.64097772643427,40.08264462809918,51.514225714398584,57.6271186440678,33.9080459770115,53.26087543855548,32.57142857142857,30.76923076923077,61.142857142857146,59.375,DevOps Engineering
9,5,80,10,5,9,9,3,4,5,86.33706822262783,Data Science,90.89915850276263,80.57851239669421,80.71513724693575,32.76836158192091,47.701149425287355,78.58044277961258,48.57142857142857,51.648351648351664,70.57142857142857,76.25000000000001,Data Science
2,8,84,10,3,1,8,8,2,6,55.83802601867587,DevOps Engineering,46.81171654057142,54.54545454545454,62.16228051489049,38.983050847457626,24.71264367816092,63.01903516926565,21.714285714285715,41.75824175824176,73.42857142857143,54.37499999999999,DevOps Engineering
2,7,66,0,9,6,7,4,9,3,35.20837346091146,Backend Development,37.736843548387775,40.9090909090909,38.49583236535313,58.19209039548022,56.89655172413792,35.85497029447347,59.428571428571416,52.74725274725276,34.0,56.87500000000001,Mobile Development
6,8,77,4,10,1,8,3,2,10,51.010675103496325,DevOps Engineering,45.12568722593166,41.32231404958677,52.207971763205244,25.423728813559322,23.563218390804597,52.455720520747164,27.42857142857143,35.16483516483517,51.42857142857142,34.375,Cloud Computing
9,7,68,6,9,3,5,4,1,10,63.14934815249692,DevOps Engineering,53.55733082577516,34.29752066115702,50.40839506446348,27.683615819209045,31.034482758620697,48.64515743659765,33.71428571428572,40.659340659340664,35.42857142857142,25.625000000000004,Data Science
1,8,95,5,7,10,4,6,8,6,40.698247337235735,Mobile Development,42.54092718041092,75.61983471074379,54.52719958316713,66.10169491525424,73.56321839080461,59.76844226930014,73.71428571428572,67.03296703296705,74.0,54.375000000000014,Backend Development
9,6,72,1,10,5,7,7,10,2,68.53896357589697,Software Testing,65.56618531839406,43.80165289256198,63.86098338106729,77.40112994350284,67.24137931034483,60.68528159994062,68.57142857142857,64.83516483516485,44.85714285714285,62.5,UI/UX Design
9,5,81,10,2,10,1,7,9,8,67.17173657782247,Game Development,61.117913047588516,61.57024793388428,57.34071482881916,66.10169491525424,67.24137931034483,59.03270119759221,64.0,57.14285714285716,53.42857142857144,54.37500000000001,Web Development
9,7,89,3,7,7,6,4,1,6,71.68040806504526,Mobile Development,69.5781672330414,64.0495867768595,72.75497362581463,28.813559322033903,42.5287356321839,74.45556660809524,43.99999999999999,50.54945054945057,66.57142857142858,32.5,Cloud Computing
5,4,62,10,7,10,8,8,7,4,67.5893788742774,Data Science,73.92895945945749,66.11570247933884,56.97445212218704,72.88135593220339,78.73563218390804,51.636529610534524,77.71428571428572,80.21978021978023,43.71428571428571,83.75,Software Testing
9,5,69,1,11,8,7,7,2,4,54.15819131814099,Game Development,59.806806825298,51.23966942148761,51.671818439082394,55.36723163841809,67.816091954023,48.93843880008126,69.71428571428571,76.92307692307693,38.85714285714284,38.75,Game Development
4,4,84,10,5,9,2,2,6,7,55.39289678780731,DevOps Engineering,49.58566017932234,63.636363636363626,53.706224394847354,34.463276836158194,47.70114942528736,56.27832667885148,49.142857142857146,39.56043956043957,60.571428571428555,49.37500000000001,Backend Development
2,5,54,0,9,6,7,8,5,3,23.500363879647573,Backend Development,28.600826851972972,30.99173553719008,23.58513451550161,64.97175141242937,63.793103448275865,18.732198201525975,64.0,70.32967032967034,16.857142857142854,44.375,Game Development
6,5,58,2,11,9,6,9,1,3,39.50158063448003,Game Development,46.549180827211245,43.80165289256198,34.906654487094364,63.2768361581921,77.01149425287356,30.404369241775235,77.71428571428572,87.91208791208791,23.428571428571438,36.24999999999999,Game Development
4,8,78,2,3,8,5,5,2,6,48.27062452496641,DevOps Engineering,48.44981920330164,54.132231404958674,49.85573869494743,31.63841807909604,42.5287356321839,50.4441639913351,41.14285714285714,48.35164835164836,47.42857142857143,30.0,Backend Development
6,7,55,6,4,9,4,4,2,9,50.15319915099427,DevOps Engineering,50.69915541448786,40.49586776859504,33.429685000625334,29.378531073446325,45.40229885057471,29.33901968357018,45.142857142857146,48.35164835164836,15.714285714285714,33.12500000000001,Data Science
3,7,74,0,1,10,1,4,10,1,45.168962353231976,DevOps Engineering,40.82737793826221,43.38842975206611,43.50249204605785,52.54237288135594,56.32183908045978,43.32505034768413,54.285714285714285,41.75824175824176,35.14285714285715,41.25,Web Development
6,5,80,8,6,4,2,4,10,5,51.105070843338574,DevOps Engineering,38.17644887352496,41.32231404958677,49.751616882602875,54.23728813559322,43.67816091954023,51.21329731604527,44.57142857142857,34.06593406593407,53.7142857142857,53.12500000000002,UI/UX Design
